sampid,type,subgroup_category,benchmark_category,benchmark_source,response_rate,n,phat,p0,v0
Opt-in 2,nonprob,Black non-Hispanic,Married,2021 CPS ASEC,0,676,0.175734493,0.322219886,1.94E-06
Opt-in 3,nonprob,Black non-Hispanic,Married,2021 CPS ASEC,0,623,0.220168253,0.322219886,1.94E-06
Probability 1,prob,Black non-Hispanic,Married,2021 CPS ASEC,1.4,470,0.34089233,0.322219886,1.94E-06
Probability 2,prob,Black non-Hispanic,Married,2021 CPS ASEC,3,529,0.348781381,0.322219886,1.94E-06
Probability 3,prob,Black non-Hispanic,Married,2021 CPS ASEC,7,422,0.30043534,0.322219886,1.94E-06
Opt-in 1,nonprob,Hispanic,Married,2021 CPS ASEC,0,904,0.312886386,0.467661842,1.52E-06
Opt-in 2,nonprob,Hispanic,Married,2021 CPS ASEC,0,852,0.313380792,0.467661842,1.52E-06
Opt-in 3,nonprob,Hispanic,Married,2021 CPS ASEC,0,884,0.269908944,0.467661842,1.52E-06
Probability 1,prob,Hispanic,Married,2021 CPS ASEC,1.4,575,0.505654903,0.467661842,1.52E-06
Probability 2,prob,Hispanic,Married,2021 CPS ASEC,3,809,0.474932492,0.467661842,1.52E-06
Probability 3,prob,Hispanic,Married,2021 CPS ASEC,7,318,0.48598281,0.467661842,1.52E-06
Opt-in 1,nonprob,White non-Hispanic,Married,2021 CPS ASEC,0,3079,0.475270713,0.565420938,3.45E-07
Opt-in 2,nonprob,White non-Hispanic,Married,2021 CPS ASEC,0,3245,0.548915604,0.565420938,3.45E-07
Opt-in 3,nonprob,White non-Hispanic,Married,2021 CPS ASEC,0,3148,0.522626455,0.565420938,3.45E-07
Probability 1,prob,White non-Hispanic,Married,2021 CPS ASEC,1.4,3596,0.574482449,0.565420938,3.45E-07
Probability 2,prob,White non-Hispanic,Married,2021 CPS ASEC,3,3362,0.575272264,0.565420938,3.45E-07
Probability 3,prob,White non-Hispanic,Married,2021 CPS ASEC,7,3851,0.547800977,0.565420938,3.45E-07
Opt-in 1,nonprob,18-29,Lived here,2021 CPS ASEC,0,1170,0.649202533,0.847057231,2.09E-05
Opt-in 2,nonprob,18-29,Lived here,2021 CPS ASEC,0,1031,0.625042096,0.847057231,2.09E-05
Opt-in 3,nonprob,18-29,Lived here,2021 CPS ASEC,0,693,0.662566396,0.847057231,2.09E-05
Probability 1,prob,18-29,Lived here,2021 CPS ASEC,1.4,585,0.773617753,0.847057231,2.09E-05
Probability 2,prob,18-29,Lived here,2021 CPS ASEC,3,655,0.677536899,0.847057231,2.09E-05
Probability 3,prob,18-29,Lived here,2021 CPS ASEC,7,363,0.703101121,0.847057231,2.09E-05
Opt-in 1,nonprob,30-64,Lived here,2021 CPS ASEC,0,2637,0.841883729,0.931978506,2.75E-06
Opt-in 2,nonprob,30-64,Lived here,2021 CPS ASEC,0,2564,0.839051957,0.931978506,2.75E-06
Opt-in 3,nonprob,30-64,Lived here,2021 CPS ASEC,0,3087,0.878096059,0.931978506,2.75E-06
Probability 1,prob,30-64,Lived here,2021 CPS ASEC,1.4,3010,0.892192356,0.931978506,2.75E-06
Probability 2,prob,30-64,Lived here,2021 CPS ASEC,3,3192,0.879231128,0.931978506,2.75E-06
Probability 3,prob,30-64,Lived here,2021 CPS ASEC,7,3195,0.85495547,0.931978506,2.75E-06
Opt-in 1,nonprob,65+,Lived here,2021 CPS ASEC,0,1105,0.951845448,0.975212799,1.91E-06
Opt-in 2,nonprob,65+,Lived here,2021 CPS ASEC,0,1336,0.951990079,0.975212799,1.91E-06
Opt-in 3,nonprob,65+,Lived here,2021 CPS ASEC,0,1175,0.959988793,0.975212799,1.91E-06
Probability 1,prob,65+,Lived here,2021 CPS ASEC,1.4,1432,0.947863996,0.975212799,1.91E-06
Probability 2,prob,65+,Lived here,2021 CPS ASEC,3,1261,0.939700309,0.975212799,1.91E-06
Probability 3,prob,65+,Lived here,2021 CPS ASEC,7,1400,0.938748539,0.975212799,1.91E-06
Opt-in 1,nonprob,College grad,Lived here,2021 CPS ASEC,0,1598,0.863965779,0.915823767,6.43E-06
Opt-in 2,nonprob,College grad,Lived here,2021 CPS ASEC,0,1953,0.867189474,0.915823767,6.43E-06
Opt-in 3,nonprob,College grad,Lived here,2021 CPS ASEC,0,1799,0.883347634,0.915823767,6.43E-06
Probability 1,prob,College grad,Lived here,2021 CPS ASEC,1.4,1867,0.853176707,0.915823767,6.43E-06
Probability 2,prob,College grad,Lived here,2021 CPS ASEC,3,2147,0.854946033,0.915823767,6.43E-06
Probability 3,prob,College grad,Lived here,2021 CPS ASEC,7,2166,0.862355409,0.915823767,6.43E-06
Opt-in 1,nonprob,HS or less,Lived here,2021 CPS ASEC,0,1756,0.799398595,0.933514878,3.61E-06
Opt-in 2,nonprob,HS or less,Lived here,2021 CPS ASEC,0,1439,0.802258584,0.933514878,3.61E-06
Opt-in 3,nonprob,HS or less,Lived here,2021 CPS ASEC,0,1511,0.81844353,0.933514878,3.61E-06
Probability 1,prob,HS or less,Lived here,2021 CPS ASEC,1.4,1617,0.908139036,0.933514878,3.61E-06
Probability 2,prob,HS or less,Lived here,2021 CPS ASEC,3,1628,0.853801241,0.933514878,3.61E-06
Probability 3,prob,HS or less,Lived here,2021 CPS ASEC,7,1054,0.847054453,0.933514878,3.61E-06
Opt-in 1,nonprob,Some college,Lived here,2021 CPS ASEC,0,1558,0.821971176,0.921718518,5.73E-06
Opt-in 2,nonprob,Some college,Lived here,2021 CPS ASEC,0,1539,0.789629833,0.921718518,5.73E-06
Opt-in 3,nonprob,Some college,Lived here,2021 CPS ASEC,0,1645,0.865457298,0.921718518,5.73E-06
Probability 1,prob,Some college,Lived here,2021 CPS ASEC,1.4,1543,0.870681883,0.921718518,5.73E-06
Probability 2,prob,Some college,Lived here,2021 CPS ASEC,3,1363,0.854503538,0.921718518,5.73E-06
Probability 3,prob,Some college,Lived here,2021 CPS ASEC,7,1743,0.832548365,0.921718518,5.73E-06
Opt-in 1,nonprob,All adults,Lived here,2021 CPS ASEC,0,4912,0.826853654,0.924269976,2.35E-06
Opt-in 2,nonprob,All adults,Lived here,2021 CPS ASEC,0,4931,0.819057775,0.924269976,2.35E-06
Opt-in 3,nonprob,All adults,Lived here,2021 CPS ASEC,0,4955,0.854361805,0.924269976,2.35E-06
Probability 1,prob,All adults,Lived here,2021 CPS ASEC,1.4,5027,0.879223331,0.924269976,2.35E-06
Probability 2,prob,All adults,Lived here,2021 CPS ASEC,3,5147,0.853476456,0.924269976,2.35E-06
Probability 3,prob,All adults,Lived here,2021 CPS ASEC,7,4965,0.847796184,0.924269976,2.35E-06
Opt-in 1,nonprob,Black non-Hispanic,Lived here,2021 CPS ASEC,0,656,0.768397236,0.91926118,1.77E-05
Opt-in 2,nonprob,Black non-Hispanic,Lived here,2021 CPS ASEC,0,676,0.738627319,0.91926118,1.77E-05
Opt-in 3,nonprob,Black non-Hispanic,Lived here,2021 CPS ASEC,0,623,0.801054254,0.91926118,1.77E-05
Probability 1,prob,Black non-Hispanic,Lived here,2021 CPS ASEC,1.4,470,0.872904867,0.91926118,1.77E-05
Probability 2,prob,Black non-Hispanic,Lived here,2021 CPS ASEC,3,529,0.816866354,0.91926118,1.77E-05
Probability 3,prob,Black non-Hispanic,Lived here,2021 CPS ASEC,7,422,0.822324169,0.91926118,1.77E-05
Opt-in 1,nonprob,Hispanic,Lived here,2021 CPS ASEC,0,904,0.713410119,0.927497218,1.05E-05
Opt-in 2,nonprob,Hispanic,Lived here,2021 CPS ASEC,0,852,0.677506283,0.927497218,1.05E-05
Opt-in 3,nonprob,Hispanic,Lived here,2021 CPS ASEC,0,884,0.726131589,0.927497218,1.05E-05
Probability 1,prob,Hispanic,Lived here,2021 CPS ASEC,1.4,575,0.871197793,0.927497218,1.05E-05
Probability 2,prob,Hispanic,Lived here,2021 CPS ASEC,3,809,0.825751885,0.927497218,1.05E-05
Probability 3,prob,Hispanic,Lived here,2021 CPS ASEC,7,318,0.817620182,0.927497218,1.05E-05
Opt-in 1,nonprob,White non-Hispanic,Lived here,2021 CPS ASEC,0,3079,0.880389151,0.92569592,3.13E-06
Opt-in 2,nonprob,White non-Hispanic,Lived here,2021 CPS ASEC,0,3245,0.875595907,0.92569592,3.13E-06
Opt-in 3,nonprob,White non-Hispanic,Lived here,2021 CPS ASEC,0,3148,0.901219813,0.92569592,3.13E-06
Probability 1,prob,White non-Hispanic,Lived here,2021 CPS ASEC,1.4,3596,0.885077194,0.92569592,3.13E-06
Probability 2,prob,White non-Hispanic,Lived here,2021 CPS ASEC,3,3362,0.876199424,0.92569592,3.13E-06
Probability 3,prob,White non-Hispanic,Lived here,2021 CPS ASEC,7,3851,0.865322255,0.92569592,3.13E-06
Opt-in 1,nonprob,18-29,Received Social Security,2021 CPS ASEC,0,1170,0.271753325,0.014337238,1.03E-06
Opt-in 2,nonprob,18-29,Received Social Security,2021 CPS ASEC,0,1031,0.258598098,0.014337238,1.03E-06
Opt-in 3,nonprob,18-29,Received Social Security,2021 CPS ASEC,0,693,0.219291284,0.014337238,1.03E-06
Probability 1,prob,18-29,Received Social Security,2021 CPS ASEC,1.4,585,0.049244253,0.014337238,1.03E-06
Probability 2,prob,18-29,Received Social Security,2021 CPS ASEC,3,655,0.064432646,0.014337238,1.03E-06
Probability 3,prob,18-29,Received Social Security,2021 CPS ASEC,7,363,0.037809126,0.014337238,1.03E-06
Opt-in 1,nonprob,30-64,Received Social Security,2021 CPS ASEC,0,2637,0.242739288,0.065206998,1.13E-06
Opt-in 2,nonprob,30-64,Received Social Security,2021 CPS ASEC,0,2564,0.24107347,0.065206998,1.13E-06
Opt-in 3,nonprob,30-64,Received Social Security,2021 CPS ASEC,0,3087,0.192530007,0.065206998,1.13E-06
Probability 1,prob,30-64,Received Social Security,2021 CPS ASEC,1.4,3010,0.109521723,0.065206998,1.13E-06
Probability 2,prob,30-64,Received Social Security,2021 CPS ASEC,3,3192,0.132450772,0.065206998,1.13E-06
Probability 3,prob,30-64,Received Social Security,2021 CPS ASEC,7,3195,0.09410577,0.065206998,1.13E-06
Opt-in 1,nonprob,65+,Received Social Security,2021 CPS ASEC,0,1105,0.885239609,0.805271177,8.73E-06
Opt-in 2,nonprob,65+,Received Social Security,2021 CPS ASEC,0,1336,0.842484182,0.805271177,8.73E-06
Opt-in 3,nonprob,65+,Received Social Security,2021 CPS ASEC,0,1175,0.873906096,0.805271177,8.73E-06
Probability 1,prob,65+,Received Social Security,2021 CPS ASEC,1.4,1432,0.861450653,0.805271177,8.73E-06
Probability 2,prob,65+,Received Social Security,2021 CPS ASEC,3,1261,0.876419529,0.805271177,8.73E-06
Probability 3,prob,65+,Received Social Security,2021 CPS ASEC,7,1400,0.874137282,0.805271177,8.73E-06
Opt-in 1,nonprob,College grad,Received Social Security,2021 CPS ASEC,0,1598,0.395298268,0.174296321,5.34E-06
Opt-in 2,nonprob,College grad,Received Social Security,2021 CPS ASEC,0,1953,0.391365756,0.174296321,5.34E-06
Opt-in 3,nonprob,College grad,Received Social Security,2021 CPS ASEC,0,1799,0.286708003,0.174296321,5.34E-06
Probability 1,prob,College grad,Received Social Security,2021 CPS ASEC,1.4,1867,0.200658691,0.174296321,5.34E-06
Probability 2,prob,College grad,Received Social Security,2021 CPS ASEC,3,2147,0.207576601,0.174296321,5.34E-06
Probability 3,prob,College grad,Received Social Security,2021 CPS ASEC,7,2166,0.19503904,0.174296321,5.34E-06
Opt-in 1,nonprob,HS or less,Received Social Security,2021 CPS ASEC,0,1756,0.381370957,0.263467232,4.56E-06
Opt-in 2,nonprob,HS or less,Received Social Security,2021 CPS ASEC,0,1439,0.388815585,0.263467232,4.56E-06
Opt-in 3,nonprob,HS or less,Received Social Security,2021 CPS ASEC,0,1511,0.418711861,0.263467232,4.56E-06
Probability 1,prob,HS or less,Received Social Security,2021 CPS ASEC,1.4,1617,0.316346977,0.263467232,4.56E-06
Probability 2,prob,HS or less,Received Social Security,2021 CPS ASEC,3,1628,0.353752958,0.263467232,4.56E-06
Probability 3,prob,HS or less,Received Social Security,2021 CPS ASEC,7,1054,0.334065556,0.263467232,4.56E-06
Opt-in 1,nonprob,Some college,Received Social Security,2021 CPS ASEC,0,1558,0.388758275,0.207956761,6.45E-06
Opt-in 2,nonprob,Some college,Received Social Security,2021 CPS ASEC,0,1539,0.342563962,0.207956761,6.45E-06
Opt-in 3,nonprob,Some college,Received Social Security,2021 CPS ASEC,0,1645,0.324431404,0.207956761,6.45E-06
Probability 1,prob,Some college,Received Social Security,2021 CPS ASEC,1.4,1543,0.239573084,0.207956761,6.45E-06
Probability 2,prob,Some college,Received Social Security,2021 CPS ASEC,3,1363,0.257506407,0.207956761,6.45E-06
Probability 3,prob,Some college,Received Social Security,2021 CPS ASEC,7,1743,0.236248913,0.207956761,6.45E-06
Opt-in 1,nonprob,All adults,Received Social Security,2021 CPS ASEC,0,4912,0.388072186,0.217942574,1.11E-06
Opt-in 2,nonprob,All adults,Received Social Security,2021 CPS ASEC,0,4931,0.375432577,0.217942574,1.11E-06
Opt-in 3,nonprob,All adults,Received Social Security,2021 CPS ASEC,0,4955,0.346076468,0.217942574,1.11E-06
Probability 1,prob,All adults,Received Social Security,2021 CPS ASEC,1.4,5027,0.256117018,0.217942574,1.11E-06
Probability 2,prob,All adults,Received Social Security,2021 CPS ASEC,3,5147,0.27714008,0.217942574,1.11E-06
Probability 3,prob,All adults,Received Social Security,2021 CPS ASEC,7,4965,0.257158343,0.217942574,1.11E-06
Opt-in 1,nonprob,Black non-Hispanic,Received Social Security,2021 CPS ASEC,0,656,0.281719841,0.200522192,8.40E-06
Opt-in 2,nonprob,Black non-Hispanic,Received Social Security,2021 CPS ASEC,0,676,0.319339907,0.200522192,8.40E-06
Opt-in 3,nonprob,Black non-Hispanic,Received Social Security,2021 CPS ASEC,0,623,0.269761458,0.200522192,8.40E-06
Probability 1,prob,Black non-Hispanic,Received Social Security,2021 CPS ASEC,1.4,470,0.303863188,0.200522192,8.40E-06
Probability 2,prob,Black non-Hispanic,Received Social Security,2021 CPS ASEC,3,529,0.301475047,0.200522192,8.40E-06
Probability 3,prob,Black non-Hispanic,Received Social Security,2021 CPS ASEC,7,422,0.216484129,0.200522192,8.40E-06
Opt-in 1,nonprob,Hispanic,Received Social Security,2021 CPS ASEC,0,904,0.300698153,0.113999133,3.63E-06
Opt-in 2,nonprob,Hispanic,Received Social Security,2021 CPS ASEC,0,852,0.316508665,0.113999133,3.63E-06
Opt-in 3,nonprob,Hispanic,Received Social Security,2021 CPS ASEC,0,884,0.33696583,0.113999133,3.63E-06
Probability 1,prob,Hispanic,Received Social Security,2021 CPS ASEC,1.4,575,0.144668455,0.113999133,3.63E-06
Probability 2,prob,Hispanic,Received Social Security,2021 CPS ASEC,3,809,0.159831449,0.113999133,3.63E-06
Probability 3,prob,Hispanic,Received Social Security,2021 CPS ASEC,7,318,0.144326627,0.113999133,3.63E-06
Opt-in 1,nonprob,White non-Hispanic,Received Social Security,2021 CPS ASEC,0,3079,0.447337057,0.260713318,1.96E-06
Opt-in 2,nonprob,White non-Hispanic,Received Social Security,2021 CPS ASEC,0,3245,0.412061936,0.260713318,1.96E-06
Opt-in 3,nonprob,White non-Hispanic,Received Social Security,2021 CPS ASEC,0,3148,0.385780246,0.260713318,1.96E-06
Probability 1,prob,White non-Hispanic,Received Social Security,2021 CPS ASEC,1.4,3596,0.287297871,0.260713318,1.96E-06
Probability 2,prob,White non-Hispanic,Received Social Security,2021 CPS ASEC,3,3362,0.316479821,0.260713318,1.96E-06
Probability 3,prob,White non-Hispanic,Received Social Security,2021 CPS ASEC,7,3851,0.304239294,0.260713318,1.96E-06
Opt-in 1,nonprob,18-29,Received unemployment compensation,2021 CPS ASEC,0,1170,0.307013055,0.115986999,5.70E-06
Opt-in 2,nonprob,18-29,Received unemployment compensation,2021 CPS ASEC,0,1031,0.319409574,0.115986999,5.70E-06
Opt-in 3,nonprob,18-29,Received unemployment compensation,2021 CPS ASEC,0,693,0.272622556,0.115986999,5.70E-06
Probability 1,prob,18-29,Received unemployment compensation,2021 CPS ASEC,1.4,585,0.168925254,0.115986999,5.70E-06
Probability 2,prob,18-29,Received unemployment compensation,2021 CPS ASEC,3,655,0.251770898,0.115986999,5.70E-06
Probability 3,prob,18-29,Received unemployment compensation,2021 CPS ASEC,7,363,0.157501059,0.115986999,5.70E-06
Opt-in 1,nonprob,30-64,Received unemployment compensation,2021 CPS ASEC,0,2637,0.196866215,0.108411724,2.24E-06
Opt-in 2,nonprob,30-64,Received unemployment compensation,2021 CPS ASEC,0,2564,0.222058585,0.108411724,2.24E-06
Opt-in 3,nonprob,30-64,Received unemployment compensation,2021 CPS ASEC,0,3087,0.174457042,0.108411724,2.24E-06
Probability 1,prob,30-64,Received unemployment compensation,2021 CPS ASEC,1.4,3010,0.134825637,0.108411724,2.24E-06
Probability 2,prob,30-64,Received unemployment compensation,2021 CPS ASEC,3,3192,0.180227753,0.108411724,2.24E-06
Probability 3,prob,30-64,Received unemployment compensation,2021 CPS ASEC,7,3195,0.150248982,0.108411724,2.24E-06
Opt-in 1,nonprob,65+,Received unemployment compensation,2021 CPS ASEC,0,1105,0.055116727,0.029589053,1.87E-06
Opt-in 2,nonprob,65+,Received unemployment compensation,2021 CPS ASEC,0,1336,0.070207453,0.029589053,1.87E-06
Opt-in 3,nonprob,65+,Received unemployment compensation,2021 CPS ASEC,0,1175,0.06302196,0.029589053,1.87E-06
Probability 1,prob,65+,Received unemployment compensation,2021 CPS ASEC,1.4,1432,0.048158519,0.029589053,1.87E-06
Probability 2,prob,65+,Received unemployment compensation,2021 CPS ASEC,3,1261,0.074526962,0.029589053,1.87E-06
Probability 3,prob,65+,Received unemployment compensation,2021 CPS ASEC,7,1400,0.051456074,0.029589053,1.87E-06
Opt-in 1,nonprob,College grad,Received unemployment compensation,2021 CPS ASEC,0,1598,0.229521973,0.077188498,2.50E-06
Opt-in 2,nonprob,College grad,Received unemployment compensation,2021 CPS ASEC,0,1953,0.252335024,0.077188498,2.50E-06
Opt-in 3,nonprob,College grad,Received unemployment compensation,2021 CPS ASEC,0,1799,0.163799502,0.077188498,2.50E-06
Probability 1,prob,College grad,Received unemployment compensation,2021 CPS ASEC,1.4,1867,0.103990124,0.077188498,2.50E-06
Probability 2,prob,College grad,Received unemployment compensation,2021 CPS ASEC,3,2147,0.139836658,0.077188498,2.50E-06
Probability 3,prob,College grad,Received unemployment compensation,2021 CPS ASEC,7,2166,0.116627569,0.077188498,2.50E-06
Opt-in 1,nonprob,HS or less,Received unemployment compensation,2021 CPS ASEC,0,1756,0.155303848,0.089187155,2.94E-06
Opt-in 2,nonprob,HS or less,Received unemployment compensation,2021 CPS ASEC,0,1439,0.177199482,0.089187155,2.94E-06
Opt-in 3,nonprob,HS or less,Received unemployment compensation,2021 CPS ASEC,0,1511,0.185770771,0.089187155,2.94E-06
Probability 1,prob,HS or less,Received unemployment compensation,2021 CPS ASEC,1.4,1617,0.119870097,0.089187155,2.94E-06
Probability 2,prob,HS or less,Received unemployment compensation,2021 CPS ASEC,3,1628,0.189818277,0.089187155,2.94E-06
Probability 3,prob,HS or less,Received unemployment compensation,2021 CPS ASEC,7,1054,0.118368089,0.089187155,2.94E-06
Opt-in 1,nonprob,Some college,Received unemployment compensation,2021 CPS ASEC,0,1558,0.186002219,0.116728454,4.81E-06
Opt-in 2,nonprob,Some college,Received unemployment compensation,2021 CPS ASEC,0,1539,0.203891658,0.116728454,4.81E-06
Opt-in 3,nonprob,Some college,Received unemployment compensation,2021 CPS ASEC,0,1645,0.155429581,0.116728454,4.81E-06
Probability 1,prob,Some college,Received unemployment compensation,2021 CPS ASEC,1.4,1543,0.148482631,0.116728454,4.81E-06
Probability 2,prob,Some college,Received unemployment compensation,2021 CPS ASEC,3,1363,0.183723322,0.116728454,4.81E-06
Probability 3,prob,Some college,Received unemployment compensation,2021 CPS ASEC,7,1743,0.155428788,0.116728454,4.81E-06
Opt-in 1,nonprob,All adults,Received unemployment compensation,2021 CPS ASEC,0,4912,0.188332721,0.092581984,1.16E-06
Opt-in 2,nonprob,All adults,Received unemployment compensation,2021 CPS ASEC,0,4931,0.209315935,0.092581984,1.16E-06
Opt-in 3,nonprob,All adults,Received unemployment compensation,2021 CPS ASEC,0,4955,0.169122271,0.092581984,1.16E-06
Probability 1,prob,All adults,Received unemployment compensation,2021 CPS ASEC,1.4,5027,0.123597543,0.092581984,1.16E-06
Probability 2,prob,All adults,Received unemployment compensation,2021 CPS ASEC,3,5147,0.17191045,0.092581984,1.16E-06
Probability 3,prob,All adults,Received unemployment compensation,2021 CPS ASEC,7,4965,0.12953685,0.092581984,1.16E-06
Opt-in 1,nonprob,Black non-Hispanic,Received unemployment compensation,2021 CPS ASEC,0,656,0.259604679,0.105535753,8.64E-06
Opt-in 2,nonprob,Black non-Hispanic,Received unemployment compensation,2021 CPS ASEC,0,676,0.23333733,0.105535753,8.64E-06
Opt-in 3,nonprob,Black non-Hispanic,Received unemployment compensation,2021 CPS ASEC,0,623,0.183152945,0.105535753,8.64E-06
Probability 1,prob,Black non-Hispanic,Received unemployment compensation,2021 CPS ASEC,1.4,470,0.132733592,0.105535753,8.64E-06
Probability 2,prob,Black non-Hispanic,Received unemployment compensation,2021 CPS ASEC,3,529,0.175973396,0.105535753,8.64E-06
Probability 3,prob,Black non-Hispanic,Received unemployment compensation,2021 CPS ASEC,7,422,0.125411577,0.105535753,8.64E-06
Opt-in 1,nonprob,Hispanic,Received unemployment compensation,2021 CPS ASEC,0,904,0.311193435,0.09470599,5.57E-06
Opt-in 2,nonprob,Hispanic,Received unemployment compensation,2021 CPS ASEC,0,852,0.304661955,0.09470599,5.57E-06
Opt-in 3,nonprob,Hispanic,Received unemployment compensation,2021 CPS ASEC,0,884,0.29523414,0.09470599,5.57E-06
Probability 1,prob,Hispanic,Received unemployment compensation,2021 CPS ASEC,1.4,575,0.121071981,0.09470599,5.57E-06
Probability 2,prob,Hispanic,Received unemployment compensation,2021 CPS ASEC,3,809,0.198412579,0.09470599,5.57E-06
Probability 3,prob,Hispanic,Received unemployment compensation,2021 CPS ASEC,7,318,0.172091712,0.09470599,5.57E-06
Opt-in 1,nonprob,White non-Hispanic,Received unemployment compensation,2021 CPS ASEC,0,3079,0.139256149,0.087843975,1.80E-06
Opt-in 2,nonprob,White non-Hispanic,Received unemployment compensation,2021 CPS ASEC,0,3245,0.175139152,0.087843975,1.80E-06
Opt-in 3,nonprob,White non-Hispanic,Received unemployment compensation,2021 CPS ASEC,0,3148,0.137873791,0.087843975,1.80E-06
Probability 1,prob,White non-Hispanic,Received unemployment compensation,2021 CPS ASEC,1.4,3596,0.125084446,0.087843975,1.80E-06
Probability 2,prob,White non-Hispanic,Received unemployment compensation,2021 CPS ASEC,3,3362,0.153210718,0.087843975,1.80E-06
Probability 3,prob,White non-Hispanic,Received unemployment compensation,2021 CPS ASEC,7,3851,0.127107748,0.087843975,1.80E-06
Opt-in 1,nonprob,18-29,Union member,2021 CPS ASEC,0,1170,0.18696549,0.046968332,2.38E-05
Opt-in 2,nonprob,18-29,Union member,2021 CPS ASEC,0,1031,0.198603287,0.046968332,2.38E-05
Opt-in 3,nonprob,18-29,Union member,2021 CPS ASEC,0,693,0.157867703,0.046968332,2.38E-05
Probability 1,prob,18-29,Union member,2021 CPS ASEC,1.4,585,0.047965105,0.046968332,2.38E-05
Probability 2,prob,18-29,Union member,2021 CPS ASEC,3,655,0.093103498,0.046968332,2.38E-05
Probability 3,prob,18-29,Union member,2021 CPS ASEC,7,363,0.046292706,0.046968332,2.38E-05
Opt-in 1,nonprob,30-64,Union member,2021 CPS ASEC,0,2637,0.112263906,0.076752563,1.11E-05
Opt-in 2,nonprob,30-64,Union member,2021 CPS ASEC,0,2564,0.123374006,0.076752563,1.11E-05
Opt-in 3,nonprob,30-64,Union member,2021 CPS ASEC,0,3087,0.097007127,0.076752563,1.11E-05
Probability 1,prob,30-64,Union member,2021 CPS ASEC,1.4,3010,0.102165271,0.076752563,1.11E-05
Probability 2,prob,30-64,Union member,2021 CPS ASEC,3,3192,0.104148088,0.076752563,1.11E-05
Probability 3,prob,30-64,Union member,2021 CPS ASEC,7,3195,0.089279167,0.076752563,1.11E-05
Opt-in 1,nonprob,65+,Union member,2021 CPS ASEC,0,1105,0.068389207,0.010748411,3.20E-06
Opt-in 2,nonprob,65+,Union member,2021 CPS ASEC,0,1336,0.071325272,0.010748411,3.20E-06
Opt-in 3,nonprob,65+,Union member,2021 CPS ASEC,0,1175,0.077607859,0.010748411,3.20E-06
Probability 1,prob,65+,Union member,2021 CPS ASEC,1.4,1432,0.07280082,0.010748411,3.20E-06
Probability 2,prob,65+,Union member,2021 CPS ASEC,3,1261,0.086539356,0.010748411,3.20E-06
Probability 3,prob,65+,Union member,2021 CPS ASEC,7,1400,0.073336077,0.010748411,3.20E-06
Opt-in 1,nonprob,College grad,Union member,2021 CPS ASEC,0,1598,0.175916533,0.074542141,1.75E-05
Opt-in 2,nonprob,College grad,Union member,2021 CPS ASEC,0,1953,0.198056654,0.074542141,1.75E-05
Opt-in 3,nonprob,College grad,Union member,2021 CPS ASEC,0,1799,0.114595518,0.074542141,1.75E-05
Probability 1,prob,College grad,Union member,2021 CPS ASEC,1.4,1867,0.101343047,0.074542141,1.75E-05
Probability 2,prob,College grad,Union member,2021 CPS ASEC,3,2147,0.10379691,0.074542141,1.75E-05
Probability 3,prob,College grad,Union member,2021 CPS ASEC,7,2166,0.108119877,0.074542141,1.75E-05
Opt-in 1,nonprob,HS or less,Union member,2021 CPS ASEC,0,1756,0.084879031,0.039017707,8.60E-06
Opt-in 2,nonprob,HS or less,Union member,2021 CPS ASEC,0,1439,0.089223327,0.039017707,8.60E-06
Opt-in 3,nonprob,HS or less,Union member,2021 CPS ASEC,0,1511,0.111995265,0.039017707,8.60E-06
Probability 1,prob,HS or less,Union member,2021 CPS ASEC,1.4,1617,0.072247239,0.039017707,8.60E-06
Probability 2,prob,HS or less,Union member,2021 CPS ASEC,3,1628,0.109009743,0.039017707,8.60E-06
Probability 3,prob,HS or less,Union member,2021 CPS ASEC,7,1054,0.06311922,0.039017707,8.60E-06
Opt-in 1,nonprob,Some college,Union member,2021 CPS ASEC,0,1558,0.098059347,0.056933385,1.53E-05
Opt-in 2,nonprob,Some college,Union member,2021 CPS ASEC,0,1539,0.101738211,0.056933385,1.53E-05
Opt-in 3,nonprob,Some college,Union member,2021 CPS ASEC,0,1645,0.085235734,0.056933385,1.53E-05
Probability 1,prob,Some college,Union member,2021 CPS ASEC,1.4,1543,0.082542982,0.056933385,1.53E-05
Probability 2,prob,Some college,Union member,2021 CPS ASEC,3,1363,0.080570344,0.056933385,1.53E-05
Probability 3,prob,Some college,Union member,2021 CPS ASEC,7,1743,0.064112834,0.056933385,1.53E-05
Opt-in 1,nonprob,All adults,Union member,2021 CPS ASEC,0,4912,0.117821148,0.056178809,5.07E-06
Opt-in 2,nonprob,All adults,Union member,2021 CPS ASEC,0,4931,0.127718575,0.056178809,5.07E-06
Opt-in 3,nonprob,All adults,Union member,2021 CPS ASEC,0,4955,0.104520407,0.056178809,5.07E-06
Probability 1,prob,All adults,Union member,2021 CPS ASEC,1.4,5027,0.0846338,0.056178809,5.07E-06
Probability 2,prob,All adults,Union member,2021 CPS ASEC,3,5147,0.098786969,0.056178809,5.07E-06
Probability 3,prob,All adults,Union member,2021 CPS ASEC,7,4965,0.07834688,0.056178809,5.07E-06
Opt-in 1,nonprob,Black non-Hispanic,Union member,2021 CPS ASEC,0,656,0.161832865,0.064755798,4.78E-05
Opt-in 2,nonprob,Black non-Hispanic,Union member,2021 CPS ASEC,0,676,0.123311494,0.064755798,4.78E-05
